Title: アフェリエイト　１年の集計,Link: https://lifehacking1919.hatenablog.jp/entry/2011/01/08/213502: 無料登録はこちらブログを開始して年がたちました。情報発信が目的ですが、もう一方の目的はアフェリエイト収入です。さてさて、この一年の成果はいかに・・・この年のアフェリエイトの成果です。楽天　楽天の方は、月になってからの、ポイントペースが速いです。はペースダウンです。円クリックがなくなったのが痛いです。それでも年で、苦もなく円をゲットできたのは、このブログのおかげというのは、いうまでもありません。ちょっとしたお小遣い稼ぎになりますので、皆様もぜひぜひ活用くださいね。楽天はこちらから入会できます。　　　　クリックください　　はこちらから入会できます。　　クリックください　　
Title: アフェリエイト　１年の集計,Link: https://lifehacking1919.hatenablog.jp/entry/2010/12/30/005602: 無料登録はこちらブログを開始して年がたちました。情報発信が目的ですが、もう一方の目的はアフェリエイト収入です。さてさて、この一年の成果はいかに・・・この年のアフェリエイトの成果です。楽天　楽天の方は、月になってからの、ポイントペースが速いです。はペースダウンです。円クリックがなくなったのが痛いです。それでも年で、苦もなく円をゲットできたのは、このブログのおかげというのは、いうまでもありません。ちょっとしたお小遣い稼ぎになりますので、皆様もぜひぜひ活用くださいね。楽天はこちらから入会できます。　　　　クリックください　　はこちらから入会できます。　　クリックください　　
Title: アクセス数が増えているぞ！,Link: https://lifehacking1919.hatenablog.jp/entry/2010/12/10/004455: なんか今日はブログのアクセス数が増えているのが気になるなあ。。。このブログも見直さないとねえ。。。寝よ
Title: ナンバ走りを研究してみる,Link: https://lifehacking1919.hatenablog.jp/entry/2010/12/05/011504: いつものことだが、山道を走ると膝の上の太もも外側の筋が痛くなってしまう。特に下りコースではスピードが出るので、ついつい足がもつれ気味になりバランスを崩してしまう。昨日も足が痛くなってしまい、まともに階段を下りられない状態になったのだが、前に本で読んだことがある、ナンバ走法なるものを使うことで、危機的状況を回避できることが分かった。負担の大きい走り方でも最初は体力や筋力があれば乗り切れるが、長距離ではいかに体に負担をかけない運動をするかということが重要な課題である。自分の身体と対話を図りながら、弱点を知ったうえでより効果的な対策を行うことが、重要だと思う。我流であっても構わないが、我慢流であってはいかんというのが私なりのポリシーである。トレイルランとスキーは身体運動や、技術的な要素が非常に似ている気がする。正味、上りは忍耐勝負である。しかし下りは体力を使うことが少なく、その分、技術的な身体運動を習得することでまだまだ自分にも可能性があると思う。
Title: Getting Things Doneとは？,Link: https://lifehacking1919.hatenablog.jp/entry/2010/11/30/225157: ライフハックブログ村キーワード　読む前にクリックのご協力をお願いいたします。という言葉が、ライフハッキングの発端らしい。ってなんじゃーいって、さっそく記事を書き始めたら、自分の理解が低すぎることに唖然としました。うーむ、これじゃー、他人にレクチャーなんて無理だね。。。なんて、落ち込みがちであるが、昔、大学院時代に、コンピュータ専門学校の教師のバイトを頼まれて、最初に授業を受け持ったのが、かなりレベルの高い「オブジェクト言語講座」だったわけ。いま考えても、すごくいい加減な専門学校だったけど、全く知識のない私が、一夜漬けで学んだ知識で、翌日、教壇に立って授業していたわけだ。もちろん、生徒がアホすぎたため、そんあ一夜漬けの知識でも、十分語れたわけで、新しいことなんていうのは、理解などなくても、知ったかぶりしたモンが勝つわけ。で、だけど、これって、いままでのビジネス論を時代を変えて、形を変えただけなんじゃないかと思うわけ。人って、新しい言葉に弱いでしょ。だから、あんまり気にしないで、とりあえず放置プレーしておきましょう興味ある人は読んでください。誠まとめストレスフリーの仕事術、。海外のナレッジワーカーには常識になりつつあるこの仕事術、あなたはもう試してみましたかでは、を活用して仕事の生産性を上げるビジネスパーソンを応援します。誠まとめから年月日に引用さらなる解説はこちら当ブログお勧めのスイーツです。
Title: 新ブログテーマの決定！,Link: https://lifehacking1919.hatenablog.jp/entry/2010/11/29/003645: ライフハックブログ村キーワード本記事をお読みになる前に、あなたのライフハック度数をチェックしませんかマル秘情報　トライストラムスダイアリーウィークリーの写真トライストラムスダイアリーウィークリーの写真新ブログのテーマが決定しました。名付けて、「ライフハッキング基礎講座の部屋」何が基礎なのか、まったく分かりませんが、最近、私が注目している単語が、「ライフハッキング」です。マクレガーの言う理論によれば、人間というものは、理論　人間は本来なまけたがる生き物で、責任をとりたがらず、放っておくと仕事をしなくなる理論　人間は本来進んで働きたがる生き物で、自己実現のために自ら行動し、進んで問題解決をするという面性があります。理論　我々も日々生活していると、気分が浮いたり、沈んだりして、毎日、頑張ろうと思ったり、やっぱり駄目だなと思ったり、日に日に思いをはせているものである。　ライフハッキングが最近、話題になっているのは、まさに、この理論という我々の怠惰な本質を容認しつつ、コツやエッセンスを抽出して、それを実戦することで効率よく、モチベーションを上げて、理論を成し遂げるという、一つの方法論であると言えます。　本ブログは、そんな最近、話題のライフハッキングを取り上げ、自ら日々、実戦している方法について、紹介していくということをテーマにしていく予定である。【参考記事】もちろん、ライフハックという言葉自体を知らない方は、下記、記事を読んで、せめて単語の意味だけでも理解していただきたい。日経トレンディネット来年の流行語大賞はコレ「ライフハック」ってどういう意味詳細はコチラモンベル・リュックの話ノウハウ
Title: 手帳術あれこれ・・・,Link: https://lifehacking1919.hatenablog.jp/entry/2010/11/22/190005: マル秘情報　このブログも一年が過ぎ、巡り巡って手帳選びのシーズンがやってきました。かくいう私も、この一年、手帳を使ってあれこれ苦戦してきたわけですが、なかなか、コレだというものに巡り会えず、いろいろ不満を抱えて、使っております。今更ではありますが、手帳についておさらいしてみたいと思います。手帳を書くって、一体、どんなことなのさっそくながら、新しいブログになりましたので、ライフハッキングの観点から、手帳術というものを述べていきたいと思います。どうしても、手帳術っていうと、「どんな手帳を買うのか」ってことばかりが、クローズアップされる印象があります。しかし、それは単なる、手帳を選ぶという、それこそ入り口の話であって、実際の手帳術というのは、ひとえに単なる手帳選びという話に結びつけられないものがあります。例えば、私の場合、手帳を付け始めてから、自分の字の下手さ加減に嘆き、ボールペン字を学ぶキッカケになりました。また、手帳を書くことで、情報に対して敏感になりました。手帳に物を書くという習慣が、そのうちノート術にも広がっていきました。いまでは、会議ではボイスレコーダーを持ち歩いて、書くことと併用したり、仕事の正確度を増すというキッカケになりました。思えば、手帳と言うことは、自分を再認識することでは、ないかと思います。つまり、何もしない、何も考えないという習慣から脱却して、何かをすることで、何かを考えるという、習慣につながることだと言えるのではないかと思います。さて、最近のビジネスシーンでよく言われるのは、「着想力」よりも、「実行力」だと言われます。手帳を書く際にも、過去のページに自分の足跡を書き込むような日記風の書き方ではなくて、未来のページに向かって、実戦するための方策を立てていくそんな風に記述していくのが、これからの手帳術に求められる技術だと思います。手帳を使いこなすことは、ライフハッキングの手段であることは間違いありませんが、手帳の使い方というのは、本当に千差万別、十人十色ですので、それは使う人自身が考えて行かなくてはならないという、結構、ハードな学問のような気がします。また、これについては、私も自ら日々試練を重ねていますので、何かいい使い方があれば、この場で紹介していきたいと思います。【参考文献】達人に学ぶ手帳術手帳システムダイアリー手帳術差をつけるメモ術・手帳術文庫日経ビジネスアソシエ年号雑誌このブログがお役に立ったと思われた方は以下のクリックにご協力をお願いいたします。ブログランキング・にほんブログ村へにほんブログ村
Title: カモノハシのイコちゃん　寝そべり抱き枕,Link: https://lifehacking1919.hatenablog.jp/entry/2010/11/22/112553: 本記事をお読みになる前に、あなたのライフハック度数をチェックしませんかマル秘情報　西日本のポイントを調べて見ました。いまのところ溜まっておりました。前回の記事でスマートに対する怒りをぶつけましたが、ポイントを貯めなければ、チャージポイントに反映することができず、このままいくと、またしても中途半端な景品に手を出すことになってしまいます。は止めておけ前回は下記のグッズをもらいました。レイアウト用表組みカモノハシのイコちゃん　寝そべり抱き枕カモノハシのイコちゃん　寝そべり抱き枕寝そべるイコちゃんの抱き枕。抱いてよし、枕にしてもよし、ふわふわクッション素材のイコちゃんです。くちばしからシッポまで、ウエストです。このブサイクなカモノハシは、ベットサイドに置いてあり、すきま風を防ぐのに役立っています。黄色いくちばしは、中にプラスチックが入っていて意外に硬いです。単なるクッション枕としては、ぜひ無くして欲しいところです。話は変わりますが、はなぜこのような、下らないキャラクターを作るのでしょうかたぶん、系のノゾミをイメージしたんだと思いますが、いっそのこと、これをカモノハシのイコちゃんにしたらどうでしょうか世間は少なくとも、このキャラクターを肯定していないと思います。企画力が乏しすぎますね。マル秘情報　
Title: マッスルトレーナーが還元価格でお安くなりました。,Link: https://lifehacking1919.hatenablog.jp/entry/2010/11/22/105317: 詳細はコチラマル秘情報　読む前にクリックのご協力をお願いいたします。東急ハンズでダイエットシューズのカタログをもらいました。なんと、この靴、ずっしり重くて、両側でもあります。とりあえずネットで調べて見ましたが、円高のお陰か、価格改定されたみたいです。ここが楽天最安値でした。送料無料【送料無料】マッスルトレーナーベーシックタイプ【】【送料無料】マッスルトレーナーベーシックタイプ【】価格円税込、送料込靴のソールの中に、鉛の玉がぎっしり入っているようです。履いて歩くだけで、いやがおうにもカロリーが消費するとのこと。実は腹筋のトレーンニングにも効くらしいです。私は大の腹筋ぎらいなので、この靴を履くことで済むのなら、ちょっと試してみてもいいかと思っています。もちろん、これを履いて山を走るような強者ではありませんけどね。。。。にほんブログ村ライフスタイルブログへにほんブログ村
Title: 祝　ヨドバシカメラ　マルチメディア京都,Link: https://lifehacking1919.hatenablog.jp/entry/2010/11/06/152418: 詳細はコチラマル秘情報にオープンしたての、ヨドバシカメラ京都駅前に行ってきました。夜時、京都駅の地下から北の方向に向かったところに、ヨドバシカメラの地下入り口を見つけました。エレベータでに直行しました。シアトルカフェです。目の前には大垣書店がありますた。本屋も広いです。は飲食街になっており、沢山のお店がありました。どこのお店も、お客が一杯入っておりました。今日はパスさてさて、ここから各階をなめ回すように見ていきましょう。エレベータでに降ります。ここはファッションのフロアですね。好日山荘もありました。なにか、セール品はないものかと物色していて、ソックスを発見しました。靴も売っています。いろいろありますな。どうですか、このお店の数は・・・さらにへここもファッションばっかりです。見つけました。ユニクロこれで、、イオンに続いて、京都駅前の進出は店目です。このビルは完全なるショッピングゾーンです。もはや家電売り場ではない。下に参ります。いよいよ、からヨドバシカメラです。ゲームコーナーですね。ホビー売り場です。鉄道模型や・・・プラモデルや・・・いろいろありました。家電売り場に来ました。円の福袋ならぬ、詰め合わせセットです。店員さん曰く、円ぐらいの価値があるとのこと・・・しかし、中身は不明。手にしていたのは、イオン空気清浄機でした。こっちは加湿器最近、買おうと思っている空気清浄機です。さっきの詰め合わせが山のようにありました。在庫を積み過ぎて余っているのでしょうかテレビコーナーは凄いです。あらゆるメーカーのテレビがぎっしり。カメラコーナーです。特価品でした。ポイントがつきます。帰宅後にネットで調べたら、相当安いことが分かりました。自転車もあります。円って、安いのかなみんなくつろいでいます。望遠鏡コーナーで、でかいのエントランスから外へ何コレ　オシャレな雰囲気。エントランスです。烏丸通に出ました。京都タワーが隣にそびえ立っています。なにか、新しい京都の夜景ですね。。。というわけで、京都の新たな寄り道ゾーンが出来ました。駅前から超近いイメージです。近鉄側もイオンが出来て、賑わっていますが、こっちもかなりの勢いを感じました。京都は観光の街ですが、おそらく外国人観光客にとってもヨドバシカメラは新名所になるような気がします。詳細はコチラマル秘情報
Title: 英語の教材,Link: https://lifehacking1919.hatenablog.jp/entry/2010/09/20/171301: 詳細はコチラマル秘情報今日は英語学習の教材について、本で学んだことを総まとめしてみる。辞書洋著を読むにしても、単語を調べることが重要である。単語を調べるときに、最も大事なことは辞書。道具へのこだわりが重要らしい。辞書のお勧めは下記とのこと・ランダムハウス英和大辞典第二版　小学館・リーダーズプラス研究社・　オックスフォード英語辞典辞書選びに役立つ書籍について、いくつか著書があるらしい。辞書はジョイスフル新潮文庫私が愛する英語辞典たちちょっと辛口の辞書批評役に立つ辞書をさがす本英語のそばにおくリーディング読み物としては、以下がお勧め。・タイム誌、ニューズウィーク・ペンギンリーダーズ、オックスフォード・ブックウォーム・ライブラリ　ペーパーバックのダイジェスト版。原著よりも簡単に書かれている本というものに対する接し方は下記の文献が参考になる。知的生活の方法講談社現代新書本はこうして選ぶ・買うヒアリング・のヘッドラインニュースを聞く・のラリーキングライブを聞く　インタビュー番組。副音声で日本語訳が聞ける。ホームページで英文も確認できる【参考文献】通訳の英語日本語文春新書　英文翻訳テクニックちくま新書マル秘情報
Title: 語学学習のポッドキャスト,Link: https://lifehacking1919.hatenablog.jp/entry/2010/06/27/003312: 英語学習法ブログ村キーワードマル秘情報外国語を学ぶときに、私が良く活用する方法は、日本語を一切介さずに、他国の言語間で言語を学ぶ方法である。この方法で学ぶことで、英語に加えて、もう一つの言語を同時に学ぶことができ、まさに一石二鳥である。最近、気に入っているサイトはサバイバルフレーズ・ドットコムである。こちらのサイト自体は英語であるが、旅先で役立つフレーズを下記のカ国語で解説してくれている。アラビア、ブルガリア、ブラジル、ポルトガル、中国、フィリピンヘブライ、インドネシア、イタリア、インドネシア、イタリア、日本、韓国、ポーランド、ロシア、スペイン、スウェーデン、タイ、ベトナムポッドキャストでも落とせるので、軽く学んでみてはどうだろうかちなみに英語のヒアリングは極めて簡単だった。　マル秘情報
Title: トレイルランニング中のケガについて,Link: https://lifehacking1919.hatenablog.jp/entry/2010/06/12/223939: トレイルランニングにケガはつきものである。特に自然を相手にするスポーツなので、ケガに対しての予防は重要というわけで、トレイルランニングでありがちなケガと、その対処、予防策についていろいろ調べたことをメモしておく。筋肉の痙攣足がつる、ふくらはぎがつる　長い間山を走っていると、次第に筋肉が疲労してくる。　筋肉疲労が起こると、痙攣症状が起こり、　ふくらはぎや、足の裏がつったりすることがよくある。　　傾向としては、走っている最中には起こらないが　立ち止まって、靴の紐を結んだり、靴を脱ごうとしたりしたときに、　つってしまうことが多い。　体が同じ動作を続けていると、まったく違う運動を行うと　それに対するセンサーが追従できずに、痙攣を起こすらしい。　つったときは、足の親指をつかんで手前に引っ張り、筋肉を伸ばしてやったり、痙攣を起こしている筋肉の付け根をぐっと握るなど、対処方法がある。　つった症状が改善しないまま走ることは、さらに筋肉損傷を招くので、やめるべきとのこと。　予防策としては、テーピングやコンプレッションの機能性下着の着用。山中では特に足回りは冷えるのでウォーマーの着用などがあげられる。　あと走る前にアミノ酸のサプリメントをたっぷり取っておくことも効果的である。　運動中のパフォーマンス維持と、運動後の速やかな回復に必要なすべての条件を満たした画期的リカバリードリンク。すべてのスポーツに最適ですが、特にマラソン、トライアスロンなど高度の持久力が要求されるスポーツの中のパフォーマンス維持に画期的な力を発揮します。　万全な予防策をとって、みなさんにも安全なトレイルランを楽しんでいただければと思います。ロリポップ　　
Title: するどい「質問力」! 図解問題を1秒で解決する,Link: https://lifehacking1919.hatenablog.jp/entry/2010/05/30/121407: 今日のお勧めリンク今日のテーマは質問力である。人を説得したいときや、人と交渉ごとがあるとき、いろんなところで、話を優位に進める能力が求められる。裁判や訴訟などの重大な事柄だけでなく、ビジネスや友人同士、家庭などの場においても、何かと交渉というものが大事である。我々が一歩、買い物に出かけると、店員が駆け寄ってきたり、いろいろなセールストークというものに出会う。これらの人たちは、たくみなテクニックで、いとも簡単に私たちの気持ちをわしずかみにしているようだが、様々な「質問力」を駆使ししているのだということに気づかされる。このような巧みな手法を使ってくる人たちの本当の手の内を知ることで、相手を逆手にとることも可能であるし、逆に、手の内を全く知らない人をいとも簡単に操ることができる。こういう世界があることを知ってしまうと、何を信じたらいいのか、ますます分からなくなってしまう。するどい「質問力」図解問題を秒で解決する谷原誠三笠書房発売日ブクログでレビューを見る
Title: 梅宮あんなさん、トレラン日記からの引用,Link: https://lifehacking1919.hatenablog.jp/entry/2010/05/28/221329: トレイルランニングブログ村キーワード梅宮アンナさん、すっかり山の魅力にハマっているみたいです。ブログの内容を見ていると、毎週一回山に登っている見たいです。芸能人でお忙しいのではないかと思いきや、趣味にも充実しているようですね。ブログの写真を見ていると、足が長いので外国人のモデルかと思っちゃいますね。この調子で、芸能界でもトレランブーム来たらいいですね私は、今いろんな事にチャレンジ出来ている自分に満足しています。私の好きな哲学者二ーチェが言っていた。人生で大事な事は、幸せと思うより、どれだけ満足できるかだと。。。幸せや、満足する心は誰が持ってきてくれるわけではなく、自分の力で得るしかないからね。。山を登ると色々思うみたい。。山登ってみませんかから年月日に引用
Title: 『燃えよトレラン』,Link: https://lifehacking1919.hatenablog.jp/entry/2010/05/09/052446: トレイルランニングブログ村キーワードトレラン王国のホームページに燃えよトレランというコーナーがあります。なかなか面白いので、覗いてみてくださいね。まずお読み下さい。まずお読み下さい。燃えよトレラントレイルランニング情報サイトトレラン王国『燃えよトレラン』はトレイルラン二ングにはまり、生活の一部をトレランに捧げてしまった熱きトレイルランナーの皆さんをご紹介するコーナーです。目標として、あるいは成果を計るためロードやトレイルのレースに参加する方も多く、フルマラソンや山岳エリアを一昼夜かけて走破するような皆さんなので、根性とスタミナはハンパなく、そのライフスタイルは一般市民が学ぶべき部分が多々あります。そうなのです。実はこのコーナー、自らを戒め、怠惰な生活を改めるための人生の羅針盤なのです。燃えよトレラントレイルランニング情報サイトトレラン王国から年月日に引用
Title: トレラン東海道の旅,Link: https://lifehacking1919.hatenablog.jp/entry/2010/05/01/223308: 明日からゴールデンウィークを利用して三重県岐阜県のトレラン東海道の旅に出ることにした。簡単なタイムスケジュールをまとめてみた。日目　長岡京　　草津　　　柘植　　　加太　　　電車　加太　　　坂下　　　ランニング　坂下　　鈴鹿峠　　石水　　　ウォーキングラン　石水　　　近鉄湯の山温泉　　ウォーキング余力があれば湯ノ山温泉にて、日帰り温泉に入る。湯の山温泉駅　　近鉄名古屋駅　　　　電車宿泊ミユキステーションホテル名古屋日目　近鉄名古屋　　　桑名　　　多度多度駅　　養老山　　養老の滝　　養老　　　　トレイルラン　　養老　　大垣　　米原　　長岡京日目は東海自然遊歩道。トレイルは無し。フルマラソンに近い距離。日目はトレイルランの本に紹介されていたコース。これも中級ぐらい。さてさて、体力は持つかなあ・・・・
Title: トレイルランをアカデミックに？,Link: https://lifehacking1919.hatenablog.jp/entry/2010/04/21/233352: トレイルランニングブログ村キーワード禁日本最大級の会員数を誇る本物の出会いハッピーメールトレイルランをアカデミックに関西でも開催予定あるみたいです。期待しています。【】新たな視点からトレイルランニングを楽しむ機会を提案「トレイルランニング・アカデミー」を開講プレスリリース新たな視点からトレイルランニングを楽しむ機会を提案「ザ・ノース・フェイス　トレイルランニング・アカデミー」を開講します株式会社ゴールドウイン本社東京都渋谷区社長西田明男東証一部コード番号のでは、「ザ・ノース・フェイス　トレイルランニング・アカデミー」を開講します。ここ数年、新しいアウトドアの楽しみ方として注目を集めているトレイルランニング。オンロードとは違い、自然の山々がコースとなり、新鮮な空気を吸いながらマイナスイオンを一身に浴び、オンロードよりも足腰の負担が比較的少なく、身体に優しいことで人気となっているスポーツです。【】新たな視点からトレイルランニングを楽しむ機会を提案「トレイルランニング・アカデミー」を開講プレスリリースから年月日に引用
Title: 梅宮あんなもトレランするんだなあ・・・・,Link: https://lifehacking1919.hatenablog.jp/entry/2010/04/20/233835: トレイルランニングブログ村キーワード禁日本最大級の会員数を誇る本物の出会いハッピーメール梅宮あんなもトレランするんだなあ・・・・どうでもいいけど。トレイルランニングトレイルランニング明日は山に行ってトレイルランニングしてきますノースフェイスで調達よから年月日に引用
Title: 自分をＧＯＯＧＬＥ化する方法,Link: https://lifehacking1919.hatenablog.jp/entry/2010/04/05/002516: カツマーブログ村キーワード自分をグーグル化する方法が、カツマーの書籍で話題となっておりいろいろ参考になることがあった。の中で、最近、私が実践した中できわめて有効な方法があったのでご紹介いたします。それはグーグルアラートを使う方法です。外出先の行動がだいたい同じであるように、インターネット上でも人間の行動はある程度決まっているものである。グーグルアラートは、そういう個人の用途に合わせて、検索したい情報を登録しているだけで、インターネット上の情報を配信してくれるのである。実際、この機能を使うようになって、いままで知らなかったような、ホームページやブログなどに出会うことができたし、その出会いを通じて新しい情報や、視点といった物を知ることができるようになった。はじめて、インターネットが知的情報ソースとして有効に使えるようになったと自負している。それ以来、関心のあるキーワードが無限に増えつつある。これまで以上に、ストレスフリーで、かつ非常に楽しい、インターネットライフが送れるようになる。
Title: ダイエットしなくては,Link: https://lifehacking1919.hatenablog.jp/entry/2010/03/22/142725: の大阪府チャレンジマラソンが近づいおり、それまでに走り込まなくてはと焦っております。最近、体重がリバウンドしつつあり、ズボンも窮屈になってきています。ボクサーじゃないですが、ランニングを行うときに、少しばかりの減量が必要です。なぜなら、体重が増加していることによって普段通りに走ると、思いもよらぬ負荷が膝や足首にかかるからです。そんなわけで、トレーニングに先だって、今週から減量をスタートします。私の減量方法としては、朝の「にんじんりんご」ジュースダイエットです。これはヶ月ぐらいすると、キロは減ります。いまからでも遅くないです。し、しかしもう一つ止めなければならないことがあります。それは、嫁が勧めてくる、「スイーツ」攻撃です。今日も目の前に、「おはぎ」を差し出されました。目の前にあるものを断るのは酷です。ダイエットは、一人でやる物ですね。さみしいあなたは
Title: 大阪府チャレンジ登山にエントリーしました,Link: https://lifehacking1919.hatenablog.jp/entry/2010/03/17/232545: 桜吹雪の大阪・奈良の展望台「金剛葛城縦走コース」にチャレンジあなたの体力・脚力・技術に応じて、歴史とロマンの二上山葛城山金剛山を踏破する、大阪府制定「ダイヤモンドトレール」コースの登山とトレイルランを楽しんでください。チャレンジ登山から年月日に引用初のトレイルランニングにエントリーしちゃいました。の山道というのは、実は未経験の領域です。だいたい、いつもはです。せいぜい頑張ってもが限界っぽいです。というわけで、フルマラソンに近い体力が必要になってきます。またコースは、大阪で有名な通称「ダイトレ」ですね。この大会は、トレイルランナーとしては外せません。申込金は、登山の部であれば円、マラソンの部では円比較的、安い設定だと思います。またコースは距離によって、初級、中級、上級に分かれており、当日の体調によっても、変更可能です。とりあえず、この大会に向けて調整していこうと思います。
Title: 室内エクササイズについて,Link: https://lifehacking1919.hatenablog.jp/entry/2010/03/06/144238: 寂しいあなたはクリックしてください。最近、運動不足で何かとスポーツをしたいと思っている人は多いと思う。しかしながら、スポーツジムに行くのは気が重い。その理由をあげてみると、・　マシンを自分で動かすため、気力が起きない・　ランニングマシンでは景色が変わらないので飽きる・　室内で空気がよどんでいる。インフルエンザが怖い・　利用客は多い割には、会話がまったくない・　運動時間はせいぜい時間ぐらい・　やたらと中高年が多い・　健康ランドかスパに来たような気がする・　会員費が高すぎるってな感じでついついスポーツジムに行くのはおっくうになる。こんな時は、何か家で出来るようなスポーツがないものかというわけで、ここでいくつか、室内でできるスポーツの選択肢を書いてみた。ゲーム機体感ゲームとしてはが現在のところ圧倒的なシェアである。ただ、はのパワーが足りないので画像も荒く、どちらかと言えばアニメ系のキャラで大人の満足度は低い。今後はやでも、これらの体感ゲームが商品化される予定であり、大人向けの内容が楽しめそうだ。期待するのは、サルサなどのラテンダンスがゲームで楽しめたら、いいなと思う。を使った各種のエクササイズが面白い。代表的なところとしては、・　ビリーブートキャンプ・　コアリズムなどが話題になっていた。最近、ちょっと興味を持っているのがカンフーである。昔、ジャッキーチェンの映画のビデオを見て師匠にカンフーの型を学ぶシーンがあるのであるがそれが非常に格好良かった印象がある。最近は、の中国語会話の中でカンフーの先生が出てきて、いろんな型を教えてくれるのであるが、これが結構、きついエクササイズなのである。中国では、太極拳なども普段の生活に取り組まれているので、これは自分のライフワークに是非、取り入れてみたい要素である。【参考リンク】強くてキレイをめざすカンフー・フィットネス太極拳でかっこいいカラダになれ【】ならオールインワン高機能テンプレートで即日ショップオーナーに
Title: 一流のノート術,Link: https://lifehacking1919.hatenablog.jp/entry/2010/02/20/122317: 雑誌ブログ村キーワード　の今月号のコラムから・・・ネタばらしではあるが、いくつかのコメントをしてみよう。ざ・にじゅういち年月号雑誌第部必ず結果を出す人の「一流のノート術」著名人のノートの使い方について紹介されている。最近になって、手帳とノートの使い分けについてその裾野を分けるのが難しくなってきたジャンルでもある。今回はその形式論に着目するのではなく、ノートを取るという目的と、それによって得られる効果についてインタビュアーのコメントを見てみよう。情報を冊にまとめると次のトレンドがみえるユナイテッドアローズ上級顧問　栗野宏文会議や打ち合わせのときは、事前にノートの中央に縦線を引いておく。そして会議が始まったら、左側に課題や問題などを書き、右側に解決策をメモ。「問題」と「解決策」を分けて書くことで、ノートが自然に整理され、頭も働きやすくなると言う。会議ではしばしばノートだけで終わってしまうことが多く、ましてや後になってノートを見返すこともめんどくさいものです。ノートのポイントとしては、情報をある程度、整理して記入することで、頭の思考を整理できることだと、筆者はおっしゃられています。人間というものは、意外にも「ずぼら」なものです。メモを書くこと自体も、覚えることを極力少なくするある種の「ずぼら」な行為です。さらに、後になるほど、物事は「めんどくさくなる」という、ある種の自然の摂理があるようです。一方では熟成しなければ答えが出ないという、外山滋比古氏の「思考の整理学」の引用もありますが・・・。「課題の整理は先行して、課題の対策は寝かせて考える」という方法がよさそうなのかもしれません。第部シチュエーション別・成果倍アップのノート術読書セミナー編「ついつい学校の授業のように内容をメモしたり、まとめようとしがちだが、それはあまり意味がない。なぜなら、社会人にとっての勉強は『自分なりの気づき』を得ることが目的だから」。　美崎氏　『脳を「見える化」する思考ノート』セミナーでも読書でも、得られた情報について、自分に足りない物が何かということに「気づく」ことが大事だということ。そして、気づいたことについては、それを実行できる形でノートに記入することが大事だと、筆者はおっしゃられています。ある程度の経験を積んだ社会人になると、だんだん周りから何も教えてもらえなくなります。学ぶということは、学ぶ機会を必要としますが、社会人に取っての学びとは、しばしば瞬間的なことが多いです。素早く吸収して、知恵としてすり込むには、瞬間最大風速的なエネルギーを必要としますね・・・脳の潜在意識にすり込むような、ドラスティックな見える化がポイントなのかもしれません。次回は私が使っている、ノートやメモ帳などについて持論を唱えてみたいなと思っています。レンタルサーバーならファイアバード在宅高収入求人ショーガール受付中ネットショップ開業なら
Title: 「京都シティマラソン」開催へ 2012年,Link: https://lifehacking1919.hatenablog.jp/entry/2010/02/13/190739: 「京都シティマラソン」開催へ　市長表明、年後目指す京都シティハーフマラソンが今年で最後になるみたいですね。なんと生まれ変わって、京都シティマラソン。フルマラソンの国際大会になるようです。さてさて、平安神宮をスタートして、どのようなコースが期待できるかというとけっこういっちゃいますねえ。狭い京都でフルマラソンとなると、どっかで折り返すコースになりそうですね。ロリポップ
Title: 謹賀新年,Link: https://lifehacking1919.hatenablog.jp/entry/2009/12/31/232757: 年間に渡り本ブログを続けて参りました。本年も引き続き、いろんなことにチャレンジしていきたいと思っています。今年は日本の政治や経済にとっても試練の年になりそうです。このような時代は、いつの時代でも個人の成長が大事になってきます。私たち自身が、変化していくためには、広く世間を見渡すい視野と、規定の枠にとらわれない思考力と、自らのそれを成し遂げる行動力と、それを継続しつづける継続力を付けなければなりません。結果に囚われない柔力、プロセスを楽しむ寛容力、共に成し遂げる喜び、前向きな楽観思考、等々個人に課せられたスキルだけでなく思考や精神にまでも踏み込んだ今までにない思考生活習慣、価値観、行き過ぎた欲求のみなおし、使わなくなった脳細胞、本来の人間の持っている細胞レベルの機能に踏み込んで自分というものを再認識する必要があります。歴史はそれを繰り返すという言葉がありますが故人の作った教訓や文化の中に現代に必要なエッセンスが眠っているはずです。そんな掘り起こしを今一度はじめてみようではありませんか行楷書体新年明けましておめでとうございます。行楷書体本年もよろしくお願いいたします。にほんブログ村健康ブログへにほんブログ村アウトドアブログへにほんブログ村その他スポーツブログへにほんブログ村その他スポーツブログジョギング・マラソンへにほんブログ村アウトドアブログ山ガイド・自然ガイドへブログランキング・にほんブログ村へ
Title: 朝ランニング　１２ｋｍ,Link: https://lifehacking1919.hatenablog.jp/entry/2009/12/26/174007: ランニングブログ村キーワードそろそろ、体調の方も復活してきたので、近所のウォーキングを始めました。年末に大人買いをしまくったランニング用品に身を固め、朝時起床でした。装備は、ミズノの新品の靴、ジャージの上下、ワコールの、あと兄嫁にもらったザックひとまず、長岡から向日町を一周してきました。この近所には、向日町神社から竹林公園という全長のランニングコースがあります。また小畑川沿いや、旧西山街道などは、ご近所の住民にも使われている散歩道です。とりあえず、今日はをスローで走りました。途中で時間ぐらいコンビニで立ち読みしてしまいました。来年からは、一週間を目標に走ろうと決意を固めているのでありました。本日のコースを確認できます。キョリ測
